The num.100 descpters is : ,4619.8,4319.46,4085.8,4872.89,6408.91,3419.53,4291.91,4035.4,5747.6,5057.03,3389.69,5030.41,5593.92,3163.1,3863.6,6007.64,5134.94,4187.15,5827.42
The num.101 descpters is : ,637.401,582.474,768.216,587.3,687.034,566.755,678.548,646.095,764.637,793.517,562.338,638.401,869.195,669.44,501.783,774.312,852.144,535.569,956.331
The num.102 descpters is : ,1194.98,842.947,988.144,1045.26,1153.38,1007.9,883.298,1084.31,1166.1,1468.68,940.642,926.004,1230.52,1115.44,1071.58,1118.74,1427.69,1152.03,1812.91
The num.103 descpters is : ,17.8113,14.1008,16.3649,14.9819,19.4521,14.1086,15.8784,16.2741,18.444,20.0033,16.6486,14.8928,20.3717,17.8259,16.4042,18.5314,24.5457,17.6816,33.3568
The num.104 descpters is : ,18.6313,14.2859,15.654,15.4895,16.4001,14.7984,14.2464,15.5914,17.6493,18.9646,15.876,14.2791,18.1581,16.4547,15.7072,16.3424,21.2336,15.8907,29.3409
The num.105 descpters is : ,1264.81,1009.34,1015.87,1048.15,1218.87,1048.02,1037.44,1025.66,1198.36,1347.63,1066.77,1049.99,1178.79,1143.29,1085.83,1206.68,1478.73,1156.16,1781.45
The num.106 descpters is : ,1099.31,815.55,836.275,837.957,1032.06,839.533,832.794,831.036,1048.59,1058.09,863.173,853.243,1048.09,840.839,876.383,1057.83,1082.81,877.142,1174.67
The num.107 descpters is : ,259.261,199.351,245.963,260.407,301.592,207.825,223.437,252.966,315.594,274.143,227.339,229.536,298.872,231.658,228.454,269.265,330.399,242.74,376.31
The num.108 descpters is : ,39.5815,27.9007,34.7657,36.1591,38.6528,32.4839,31.4427,35.2568,36.6709,38.9289,37.5881,32.883,36.8622,36.0041,37.6541,37.5518,51.0443,35.3116,61.5007
The num.109 descpters is : ,43.9111,31.8655,25.726,26.13,42.3148,32.8975,25.6369,26.4211,41.4072,45.9463,25.8374,26.2673,41.5024,26.751,26.7795,41.3544,34.9809,28.6454,42.2642
The num.110 descpters is : ,1141.63,853.343,801.456,706.578,1067.9,876.556,799.185,726.752,1071.8,1139.86,811.421,723.537,1101.17,836.192,723.614,1108.4,1097.96,727.932,961.615
The num.111 descpters is : ,468.07,418.569,463.456,313.239,520.49,329.917,407.604,366.241,593.213,556.898,356.199,296.62,573.701,398.885,295.021,550.968,569.277,321.615,449.754
The num.112 descpters is : ,789.45,571.508,642.302,558.379,751.068,613.434,595.333,615.927,746.374,766.164,633.472,585.584,818.978,611.659,584.049,751.45,791.577,635.202,891.878
The num.113 descpters is : ,12947,11364,13550.4,13988.9,12405.1,9226.13,15016.6,12582.3,17092.3,11806.1,11094.6,14859.9,15989.1,10367.5,10420.7,18035.5,16188.5,9621.62,18623.5
The num.114 descpters is : ,570.633,428.765,476.236,506.543,510.833,438.969,483.911,526.064,531.485,463.563,465.792,516.537,583.077,395.015,519.067,543.85,577.268,435.323,775.593
The num.115 descpters is : ,179.559,179.537,167.434,181.817,196.02,173.525,176.558,166.301,210.544,258.005,159.046,172.43,207.186,201.805,161.964,207.356,230.012,206.108,289.36
The num.116 descpters is : ,165.008,141.078,131.132,123.257,152.999,140.132,129.928,125.682,193.847,216.343,126.665,111.323,192.108,161.406,112.796,172.393,177.259,135.761,153.2
The num.117 descpters is : ,1023.31,572.906,662.964,736.881,892.387,655.266,720.864,724.643,904.875,683.42,767.871,786.64,793.759,696.054,807.49,821.067,983.391,641.836,1200.96
The num.118 descpters is : ,89767.1,72363.6,77781.2,82032.5,96657.1,70765.1,91158,77666.1,110607,87126.5,70464.9,76732.2,90945.6,68923,78927.5,107257,110534,69713.8,119185
